Link,Цена,Пешком до метро,Станция метро,Адрес,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Ремонт,Год постройки,Строительная серия,Тип дома,Аварийность,доп инфа
https://www.cian.ru/rent/flat/293969269/,95000,6 мин.,Шаболовская,"['Москва', 'ул. Лестева', '20']",45,34,,,1 совмещенный,1 балкон,Евроремонт,1963,,Кирпичный,Нет,"Сдается 2-комн. квартира, 45 м²"
https://www.cian.ru/rent/flat/301493437/,Эмин,9 мин.,Киевская,"['Москва', 'ЗАО', 'р-н Дорогомилово', 'Брянская ул.', '12']",37,19,9,"2,7 м",1 совмещенный,1 лоджия,Евроремонт,1965,,Кирпичный,Нет,"Сдается 1-комн. квартира, 37 м²"
https://www.cian.ru/rent/flat/301774939/,95000,2 мин.,Технопарк,"['Москва', 'просп. Андропова', '10']",30,,,,1 совмещенный,,Дизайнерский,,,,,"Сдается 1-комн. апартаменты, 30 м²"
https://www.cian.ru/rent/flat/301256003/,99000,18 мин.,Академическая,"['Москва', 'Ленинский просп.', '60/2']",60,,12,,"1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",Евроремонт,1957,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 60 м²"
https://www.cian.ru/rent/flat/302161893/,Антон,18 мин.,Октябрьское поле,"['Москва', 'СЗАО', 'р-н Щукино', 'ул. Берзарина', '28Ак3']",50,,,3 м,1 совмещенный,,Дизайнерский,2017,Индивидуальный проект,Монолитный,Нет,"Сдается 1-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/302072905/,100000,7 мин.,Пролетарская,"['Москва', 'ЦАО', 'р-н Таганский', 'Абельмановская ул.', '3']",78,56,8,3 м,1 совмещенный,,Дизайнерский,1926,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 78 м²"
https://www.cian.ru/rent/flat/302062457/,100000,8 мин.,Хорошёвская,"['Москва', 'Хорошевское ш.', '25Ак3']",40,,8,,1 совмещенный,,Евроремонт,2020,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/301449326/,100000,3 мин.,Курская,"['Москва', 'ул. Земляной Вал', '27С1']",45,20,10,"3,5 м",1 совмещенный,1 балкон,Евроремонт,1935,Индивидуальный проект,,Нет,"Сдается 1-комн. квартира, 45 м²"
https://www.cian.ru/rent/flat/302125096/,Руслан,5 мин.,Шелепиха,"['Москва', 'ЦАО', 'р-н Пресненский', 'Шмитовский проезд', '39к2']",46,,,3 м,,,Евроремонт,2019,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 46 м²"
https://www.cian.ru/rent/flat/273345308/,ID,3 мин.,Панфиловская,"['Москва', 'СЗАО', 'р-н Щукино', 'ул. Маршала Рыбалко', '2к6']",50,,12,,1 раздельный,1 лоджия,Дизайнерский,2012,,Монолитный,Нет,"Сдается 1-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/302013015/,100000,5 мин.,Пролетарская,"['Москва', '1-я Дубровская ул.', '1К4']",82,40,38,"2,7 м","1 совмещенный, 1 раздельный",1 лоджия,Евроремонт,2002,,Монолитный,Нет,"Сдается 2-комн. квартира, 82 м²"
https://www.cian.ru/rent/flat/301588321/,105000,15 мин.,Павелецкая,"['Москва', 'проезд Жуков', '21Б']","33,1",16,10,3 м,1 совмещенный,,Дизайнерский,2019,,Монолитный,Нет,"Сдается Апартаменты-студия, 33,1 м²"
https://www.cian.ru/rent/flat/300988012/,ID,3 мин.,Беговая,"['Москва', 'САО', 'р-н Хорошевский', 'Хорошевское ш.', '12к1']",68,,12,3 м,1 совмещенный,,Евроремонт,2010,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 68 м²"
https://www.cian.ru/rent/flat/224946846/,Мария,5 мин.,Зорге,"['Москва', 'СЗАО', 'р-н Хорошево-Мневники', '3-я Хорошевская ул.', '21к6']",43,31,10,"3,7 м",1 совмещенный,,Дизайнерский,2018,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 43 м²"
https://www.cian.ru/rent/flat/301171530/,110000,4 мин.,Кутузовская,"['Москва', 'ЗАО', 'р-н Дорогомилово', 'Поклонная ул.', '2К2']",40,28,8,"2,8 м",1 совмещенный,1 балкон,Дизайнерский,1962,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/301119181/,110000,9 мин.,Театральная,"['Москва', 'ул. Петровка', '17С2']",24,,,"3,2 м",1 совмещенный,,Дизайнерский,1892,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 24 м²"
https://www.cian.ru/rent/flat/300990069/,90000,4 мин.,Беломорская,"['Москва', 'САО', 'р-н Левобережный', 'Акватория жилой комплекс', 'В2']",61,35,10,3 м,1 совмещенный,,Евроремонт,,,Монолитный,,"Сдается 2-комн. квартира, 61 м²"
https://www.cian.ru/rent/flat/301305659/,120000,5 мин.,Шаболовская,"['Москва', 'Хавская ул.', '24']",50,,10,"3,8 м",1 совмещенный,,Дизайнерский,2021,Индивидуальный проект,Монолитный,Нет,"Сдается 1-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/301166309/,120000,5 мин.,Ломоносовский проспект,"['Москва', 'Ломоносовский просп.', '29К2']",75,40,25,3 м,1 совмещенный,1 лоджия,Евроремонт,2006,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 75 м²"
https://www.cian.ru/rent/flat/292768970/,120000,10 мин.,Чертановская,"['Москва', 'Балаклавский просп.', '15']",72,40,13,"2,8 м",,"2 лоджии, 2 балкона",Дизайнерский,2021,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 72 м²"
https://www.cian.ru/rent/flat/301615755/,128000,2 мин.,Смоленская,"['Москва', 'ЦАО', 'р-н Арбат', 'Смоленская пл.', '13/21']",71,46,20,,1 совмещенный,1 балкон,Евроремонт,1949,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 71 м²"
https://www.cian.ru/rent/flat/300265890/,128310,7 мин.,Октябрьское поле,"['Москва', 'ул. Маршала Рыбалко', '2к9']","68,71",,,3 м,1 совмещенный,,Евроремонт,2012,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 68,71 м²"
https://www.cian.ru/rent/flat/300233972/,130000,5 мин.,Киевская,"['Москва', 'ЗАО', 'р-н Дорогомилово', 'наб. Тараса Шевченко', '1']",84,,,"3,2 м",1 совмещенный,,Дизайнерский,1938,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 84 м²"
https://www.cian.ru/rent/flat/293697739/,130000,15 мин.,Беломорская,"['Москва', 'САО', 'р-н Левобережный', 'Акватория жилой комплекс', 'С2']",55,35,15,"3,1 м",1 совмещенный,,Дизайнерский,,,Монолитно-кирпичный,,"Сдается 2-комн. квартира, 55 м²"
https://www.cian.ru/rent/flat/301822602/,130000,10 мин.,Народное Ополчение,"['Москва', 'ул. Народного Ополчения', '15К2']",55,,,"3,1 м",,,Дизайнерский,2022,,Монолитный,Нет,"Сдается 2-комн. квартира, 55 м²"
https://www.cian.ru/rent/flat/301396601/,130000,9 мин.,Беломорская,"['Москва', 'Беломорская ул.', '23к1']",55,32,14,"2,9 м",2 совмещенных,,Дизайнерский,,,Монолитный,,"Сдается 2-комн. квартира, 55 м²"
https://www.cian.ru/rent/flat/301409152/,Валентина,6 мин.,Угрешская,"['Москва', 'ЮВАО', 'р-н Южнопортовый', 'Волгоградский просп.', '32/5к1']",41,17,20,,1 совмещенный,,Дизайнерский,2022,,Монолитный,Нет,"Сдается 1-комн. квартира, 41 м²"
https://www.cian.ru/rent/flat/301881338/,120000,16 мин.,Фили,"['Москва', 'Береговой проезд', '5к2']",60,,,3 м,1 совмещенный,,Дизайнерский,2015,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. апартаменты, 60 м²"
https://www.cian.ru/rent/flat/300457476/,142896,6 мин.,Октябрьское поле,"['Москва', 'СЗАО', 'р-н Щукино', 'ул. Маршала Рыбалко', '2к6']","94,06",,,3 м,"1 совмещенный, 1 раздельный",,Евроремонт,2012,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 94,06 м²"
https://www.cian.ru/rent/flat/301209522/,145000,10 мин.,Аэропорт,"['Москва', 'САО', 'р-н Хорошевский', 'Ленинградский просп.', '37/7']",43,,,,1 совмещенный,,Евроремонт,2023,,,Нет,"Сдается 2-комн. квартира, 43 м²"
https://www.cian.ru/rent/flat/301831715/,145000,10 мин.,Улица 1905 года,"['Москва', 'Ходынская ул.', '2С1']",50,30,15,,1 совмещенный,,Дизайнерский,,,Монолитный,,"Сдается 2-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/298855608/,150000,8 мин.,Курская,"['Москва', 'ЦАО', 'р-н Басманный', 'ул. Казакова', '7']",40,9,20,,1 совмещенный,,Евроремонт,,,Монолитный,,"Сдается 2-комн. апартаменты, 40 м²"
https://www.cian.ru/rent/flat/301942377/,ID,2 мин.,Маяковская,"['Москва', 'ЦАО', 'р-н Тверской', '2-я Брестская ул.', '6']",48,20,10,,1 совмещенный,,Дизайнерский,,,,,"Сдается 1-комн. квартира, 48 м²"
https://www.cian.ru/rent/flat/301439277/,159000,15 мин.,Ломоносовский проспект,"['Москва', 'ЗАО', 'р-н Раменки', 'Минская ул.', '1ГК1']",75,,,3 м,"1 совмещенный, 1 раздельный",,Дизайнерский,2005,,Монолитный,Нет,"Сдается 2-комн. квартира, 75 м²"
https://www.cian.ru/rent/flat/301815067/,Михаил,10 мин.,Ломоносовский проспект,"['Москва', 'ЗАО', 'р-н Раменки', 'Мосфильмовская ул.', '74Б']",70,,25,3 м,1 совмещенный,,Дизайнерский,2017,,Монолитный,Нет,"Сдается 3-комн. квартира, 70 м²"
https://www.cian.ru/rent/flat/301545446/,170000,5 мин.,Университет,"['Москва', 'ЗАО', 'р-н Раменки', 'Ломоносовский просп.', '25к2']",76,50,10,3 м,1 совмещенный,1 балкон,Дизайнерский,2010,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 76 м²"
https://www.cian.ru/rent/flat/302148392/,180000,9 мин.,Арбатская,"['Москва', 'ул. Новый Арбат', '15']",44,27,10,4 м,2 совмещенных,,Дизайнерский,,,Панельный,,"Сдается 2-комн. квартира, 44 м²"
https://www.cian.ru/rent/flat/300858548/,160000,1 мин.,Дмитровская,"['Москва', 'САО', 'р-н Тимирязевский', 'Дмитровский проезд', '1']","58,1",,,"2,8 м",2 раздельных,,Дизайнерский,2021,,Монолитный,Нет,"Сдается 2-комн. квартира, 58,1 м²"
https://www.cian.ru/rent/flat/302105300/,220000,10 мин.,Белорусская,"['Москва', 'Бумажный проезд', '4']",65,,,"3,1 м","1 совмещенный, 1 раздельный",,Дизайнерский,2020,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 65 м²"
https://www.cian.ru/rent/flat/300481574/,Юлия,,,"['Москва', 'САО', 'р-н Аэропорт', 'Ленинградский просп.', '36с39']",64,,,3 м,"1 совмещенный, 1 раздельный",,Дизайнерский,,,Монолитный,,"Сдается 2-комн. апартаменты, 64 м²"
https://www.cian.ru/rent/flat/302110790/,230000,10 мин.,Аэропорт,"['Москва', 'САО', 'р-н Хорошевский', 'Ленинградский просп.', '37/5']",50,25,15,,1 совмещенный,,Дизайнерский,2021,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/278730860/,Яна,6 мин.,Москва-Сити,"['Москва', 'ЦАО', 'р-н Пресненский', '1-й Красногвардейский проезд', '22с2']",62,,,"3,6 м",1 совмещенный,,Дизайнерский,2020,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 62 м²"
https://www.cian.ru/rent/flat/301446329/,260000,9 мин.,Улица 1905 года,"['Москва', 'ул. Костикова', '4к4']",64,,27,,1 совмещенный,2 балкона,Дизайнерский,2023,,,Нет,"Сдается 2-комн. квартира, 64 м²"
https://www.cian.ru/rent/flat/299382903/,ID,10 мин.,Ломоносовский проспект,"['Москва', 'ЗАО', 'р-н Раменки', 'Мосфильмовская ул.', '74Б']","70,3","21,1","10,9",3 м,1 раздельный,,Дизайнерский,2017,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 70,3 м²"
https://www.cian.ru/rent/flat/301852249/,275000,,Деловой центр,"['Москва', 'Мантулинская ул.', '9к4']",70,,,"3,2 м",2 совмещенных,,Дизайнерский,2020,,Монолитный,Нет,"Сдается 2-комн. квартира, 70 м²"
https://www.cian.ru/rent/flat/301867571/,285000,7 мин.,Улица 1905 года,"['Москва', '2-я Звенигородская ул.', '16']",57,42,10,,2 совмещенных,1 балкон,Дизайнерский,2023,,,Нет,"Сдается 2-комн. квартира, 57 м²"
https://www.cian.ru/rent/flat/285621546/,300000,5 мин.,Деловой центр,"['Москва', 'ЦАО', 'р-н Пресненский', '1-й Красногвардейский проезд', '22с1']",67,50,10,"3,1 м",1 совмещенный,,Дизайнерский,,,,,"Сдается 2-комн. апартаменты, 67 м²"
https://www.cian.ru/rent/flat/301853514/,300000,11 мин.,Новокузнецкая,"['Москва', 'Софийская наб.', '34']",55,39,6,,1 совмещенный,,Дизайнерский,,,Монолитный,,"Сдается 2-комн. квартира, 55 м²"
https://www.cian.ru/rent/flat/302080249/,300000,13 мин.,Аэропорт,"['Москва', 'Ленинградский просп.', '37/3']",64,39,20,"3,1 м",1 раздельный,,Дизайнерский,2022,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 64 м²"
https://www.cian.ru/rent/flat/299106387/,350000,4 мин.,Белорусская,"['Москва', 'ЦАО', 'р-н Тверской', 'Большая Грузинская ул.', '69']",142,90,30,"3,2 м",2 совмещенных,1 балкон,Дизайнерский,2008,,,Нет,"Сдается 2-комн. квартира, 142 м²"
https://www.cian.ru/rent/flat/280059395/,ID,15 мин.,Сокольники,"['Москва', 'ВАО', 'р-н Сокольники', 'Колодезный пер.', '2К2']",30,18,5,"3,2 м",1 совмещенный,,Дизайнерский,1930,Индивидуальный проект,Кирпичный,Нет,"Сдается Студия, 30 м²"
https://www.cian.ru/rent/flat/301870567/,60000,10 мин.,Аминьевская,"['Москва', 'Очаковское ш.', '5к4']",20,,,,1 совмещенный,,Дизайнерский,,,,,"Сдается Студия, 20 м²"
https://www.cian.ru/rent/flat/297172024/,ID,6 мин.,Пятницкое шоссе,"['Москва', 'СЗАО', 'р-н Митино', 'Пятницкое ш.', '40']","58,5",40,15,,1 совмещенный,1 лоджия,Дизайнерский,1996,,Панельный,Нет,"Сдается 2-комн. квартира, 58,5 м²"
https://www.cian.ru/rent/flat/301812446/,65000,3 мин.,Ломоносовский проспект,"['Москва', 'Мичуринский просп.', '8К2']",32,21,"5,5","2,64 м",1 совмещенный,1 балкон,Евроремонт,1961,II-18,Блочный,Нет,"Сдается 1-комн. квартира, 32 м²"
https://www.cian.ru/rent/flat/302040352/,ID,19 мин.,Давыдково,"['Москва', 'ЗАО', 'р-н Можайский', 'ул. Петра Алексеева', '14']",40,,13,,1 совмещенный,,Дизайнерский,2023,Индивидуальный проект,Монолитный,Нет,"Сдается 1-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/300921870/,60000,12 мин.,Мякинино,"['Москва', 'Мякинино Парк жилой комплекс', '3.4']",32,,,"2,7 м",1 совмещенный,,Евроремонт,,,,,"Сдается 2-комн. квартира, 32 м²"
https://www.cian.ru/rent/flat/291064382/,ID,15 мин.,Домодедовская,"['Москва', 'ЮАО', 'р-н Орехово-Борисово Южное', 'Каширское ш.', '140']","51,1","31,7","9,1",,1 раздельный,1 лоджия,Косметический,1979,ii-68,Панельный,Нет,"Сдается 2-комн. квартира, 51,1 м²"
https://www.cian.ru/rent/flat/262560051/,27990,,,"['Москва', 'Загорьевская ул.', '23К1']",15,,,,1 совмещенный,,Евроремонт,2002,,Панельный,Нет,"Сдается Апартаменты-студия, 15 м²"
https://www.cian.ru/rent/flat/302173476/,Александр,15 мин.,Бунинская аллея,"['Москва', 'НАО (Новомосковский)', 'Рязановское поселение', 'ул. Уточкина', '7к2']",21,13,3,,1 совмещенный,1 лоджия,Евроремонт,2022,Индивидуальный проект,Блочный,Нет,"Сдается Студия, 21 м²"
https://www.cian.ru/rent/flat/301376061/,28000,11 мин.,Бунинская аллея,"['Москва', 'Рязановское поселение', 'ул. Красовского', '2к3']",26,12,3,,1 совмещенный,,Евроремонт,2023,Индивидуальный проект,,Нет,"Сдается Студия, 26 м²"
https://www.cian.ru/rent/flat/301591777/,29999, откроется в 2025,Кавказский бульвар,"['Москва', 'Кавказский бул.', '47К2']",23,15,3,"2,5 м",1 совмещенный,,Косметический,1966,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 23 м²"
https://www.cian.ru/rent/flat/301868301/,30000,4 мин.,Сходненская,"['Москва', 'Химкинский бул.', '19К1']",25,17,,"2,6 м",1 совмещенный,,Косметический,1964,Индивидуальный проект,Монолитный,Нет,"Сдается Студия, 25 м²"
https://www.cian.ru/rent/flat/301230100/,30000,11 мин.,Бунинская аллея,"['Москва', 'Рязановское поселение', 'ул. Логинова', '1к1']",26,19,3,,1 совмещенный,,Евроремонт,2023,Индивидуальный проект,,Нет,"Сдается Студия, 26 м²"
https://www.cian.ru/rent/flat/302162058/,Павел,20 мин.,Тёплый Стан,"['Москва', 'НАО (Новомосковский)', 'Десеновское поселение', 'ул. Яворки', '1к4']",30,15,7,"2,8 м",1 совмещенный,1 лоджия,Косметический,2021,Индивидуальный проект,Монолитный,Нет,"Сдается Студия, 30 м²"
https://www.cian.ru/rent/flat/302029921/,ID,11 мин.,Бунинская аллея,"['Москва', 'НАО (Новомосковский)', 'Рязановское поселение', 'ул. Логинова', '3']",27,,,,1 совмещенный,,Евроремонт,2022,Индивидуальный проект,,Нет,"Сдается Студия, 27 м²"
https://www.cian.ru/rent/flat/301089318/,32000,14 мин.,Коммунарка,"['Москва', 'Десеновское поселение', 'ул. Гренадерская', '9к3']",36,18,9,,1 совмещенный,,Евроремонт,2023,Индивидуальный проект,,Нет,"Сдается 1-комн. квартира, 36 м²"
https://www.cian.ru/rent/flat/301914651/,32000,7 мин.,Щёлковская,"['Москва', '9 Мая ул.', '17']",35,21,6,,1 совмещенный,,Косметический,1959,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/301216152/,32000,,,"['Москва', 'Зеленоград', 'к1616']",40,20,10,"2,64 м",1 раздельный,1 лоджия,Косметический,1994,,Панельный,Нет,"Сдается 1-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/281141414/,31500,43 мин.,Верхние Лихоборы,"['Москва', 'Автомоторная ул.', '4АС21']",10,9,1,,1 совмещенный,,Евроремонт,,,Кирпичный,,"Сдается 1-комн. апартаменты, 10 м²"
https://www.cian.ru/rent/flat/302112505/,33000,19 мин.,Аэропорт Внуково,"['Москва', 'Кокошкино дп', 'ул. Стожарова', '5']",23,,,"2,8 м",1 совмещенный,,Евроремонт,2023,Индивидуальный проект,Панельный,Нет,"Сдается Студия, 23 м²"
https://www.cian.ru/rent/flat/301866011/,34000,12 мин.,Физтех,"['Москва', 'Дмитровское ш.', '169к2']",34,16,7,"2,8 м",1 раздельный,1 лоджия,Косметический,2016,Индивидуальный проект,Панельный,Нет,"Сдается 1-комн. квартира, 34 м²"
https://www.cian.ru/rent/flat/275198157/,34000,7 мин.,Селигерская,"['Москва', 'Дегунинская ул.', '1К4']","9,8",,,,1 совмещенный,,Дизайнерский,2019,,Монолитный,Нет,"Сдается 1-комн. квартира, 9,8 м²"
https://www.cian.ru/rent/flat/301991211/,34999,15 мин.,Молодёжная,"['Москва', 'Партизанская ул.', '13К1']",36,18,9,3 м,1 совмещенный,,Косметический,1959,Индивидуальный проект,,Нет,"Сдается 1-комн. квартира, 36 м²"
https://www.cian.ru/rent/flat/295998687/,35000,5 мин.,Царицыно,"['Москва', 'Липецкая ул.', '20']",36,20,7,"2,48 м",1 совмещенный,,Косметический,1973,ii-68,Панельный,Нет,"Сдается 1-комн. квартира, 36 м²"
https://www.cian.ru/rent/flat/301563151/,30000,7 мин.,Щёлковская,"['Москва', '9 Мая ул.', '17']",35,20,10,,1 совмещенный,,Косметический,1959,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/301902336/,35000,8 мин.,Перово,"['Москва', 'ул. Плющева', '16']",45,,,"2,6 м",1 совмещенный,1 балкон,Косметический,1961,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 45 м²"
https://www.cian.ru/rent/flat/302037837/,35000,11 мин.,Текстильщики,"['Москва', 'ЮВАО', 'р-н Печатники', 'Волгоградский просп.', '45']","17,5","9,5",3,,1 совмещенный,,Косметический,,,,,"Сдается 1-комн. апартаменты, 17,5 м²"
https://www.cian.ru/rent/flat/299398906/,35000,6 мин.,Моссельмаш,"['Москва', 'Солнечногорский проезд', '5К1']",31,19,6,,1 совмещенный,,Косметический,1962,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 31 м²"
https://www.cian.ru/rent/flat/302114280/,35000,6 мин.,Перово,"['Москва', 'Братская ул.', '19К3']",32,17,"5,6","2,64 м",1 раздельный,1 балкон,Косметический,1965,1-515,Панельный,Нет,"Сдается 1-комн. квартира, 32 м²"
https://www.cian.ru/rent/flat/297715822/,ID,6 мин.,Бунинская аллея,"['Москва', 'НАО (Новомосковский)', 'Коммунарка поселок', 'ул. Александры Монаховой', '87к4']","23,2",12,5,"2,8 м",1 совмещенный,,Косметический,2022,,,Нет,"Сдается Студия, 23,2 м²"
https://www.cian.ru/rent/flat/301899745/,37000,17 мин.,Молжаниново,"['Москва', 'Ленинградское ш.', '228к3']",38,16,14,"2,74 м",1 совмещенный,1 балкон,Косметический,2023,П-46,Панельный,Нет,"Сдается 1-комн. квартира, 38 м²"
https://www.cian.ru/rent/flat/301621405/,35000,12 мин.,Аэропорт Внуково,"['Москва', 'Марушкинское поселение', 'Марушкино деревня', 'ул. Агрохимическая', '3']",37,16,12,"2,8 м",1 совмещенный,1 лоджия,Косметический,2017,Индивидуальный проект,Панельный,Нет,"Сдается 1-комн. квартира, 37 м²"
https://www.cian.ru/rent/flat/301895799/,Олег,7 мин.,Саларьево,"['Москва', 'НАО (Новомосковский)', 'Московский', 'мкр. Первый Московский Город-Парк', 'ул. Москвитина', '3к2']",39,,10,"2,74 м",1 совмещенный,1 балкон,Косметический,2016,,Панельный,Нет,"Сдается 1-комн. квартира, 39 м²"
https://www.cian.ru/rent/flat/302178191/,38000,4 мин.,Измайловская,"['Москва', 'Никитинская ул.', '18']","42,2","26,8","5,5","2,48 м",1 совмещенный,1 балкон,Косметический,1960,1-510,Блочный,Нет,"Сдается 2-комн. квартира, 42,2 м²"
https://www.cian.ru/rent/flat/297107225/,38000,6 мин.,Бунинская аллея,"['Москва', 'Коммунарка поселок', 'ул. Александры Монаховой', '90к6']",27,,,"2,65 м",1 совмещенный,,Евроремонт,2019,Индивидуальный проект,Панельный,Нет,"Сдается Студия, 27 м²"
https://www.cian.ru/rent/flat/225294429/,35000,27 мин.,Бибирево,"['Москва', 'ул. Корнейчука', '38А']",35,18,7,"2,64 м",1 совмещенный,1 лоджия,Косметический,1976,1-515,Монолитный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/301020045/,ID,6 мин.,Новогиреево,"['Москва', 'ВАО', 'р-н Ивановское', 'Челябинская ул.', '21']",45,"28,4",6,"2,64 м",1 раздельный,1 лоджия,Косметический,1976,1-515,Панельный,Нет,"Сдается 2-комн. квартира, 45 м²"
https://www.cian.ru/rent/flat/302109145/,39000,17 мин.,Водный стадион,"['Москва', 'Смольная ул.', '21К1']",35,18,6,,1 совмещенный,1 балкон,Косметический,1964,1-511,Кирпичный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/285827265/,ID,15 мин.,Царицыно,"['Москва', 'ЮАО', 'р-н Царицыно', 'Каспийская ул.', '8']",33,"20,1",6,"2,64 м",1 совмещенный,,Косметический,1966,1-515,Панельный,Нет,"Сдается 1-комн. квартира, 33 м²"
https://www.cian.ru/rent/flat/298549912/,ID,4 мин.,Улица Дмитриевского,"['Москва', 'ВАО', 'р-н Косино-Ухтомский', 'Салтыковская ул.', '6/2к1']",20,,,"2,7 м",1 совмещенный,,Дизайнерский,2022,Индивидуальный проект,Монолитный,Нет,"Сдается Студия, 20 м²"
https://www.cian.ru/rent/flat/282669566/,40000,6 мин.,Зябликово,"['Москва', 'Воронежская ул.', '26К1']","36,1",21,"6,5","2,64 м",1 совмещенный,1 балкон,Косметический,1977,1-515,,Нет,"Сдается 1-комн. квартира, 36,1 м²"
https://www.cian.ru/rent/flat/278351859/,40000,6 мин.,Бескудниково,"['Москва', 'Путевой проезд', '40К2']",45,28,7,"2,64 м",1 совмещенный,1 балкон,Косметический,1967,1-515,Панельный,Нет,"Сдается 2-комн. квартира, 45 м²"
https://www.cian.ru/rent/flat/301345547/,40000,12 мин.,Юго-Восточная,"['Москва', 'Самаркандский бул.', '6К1']","30,5",16,6,"2,64 м",1 раздельный,1 лоджия,Косметический,1969,II-49,Панельный,Нет,"Сдается 1-комн. квартира, 30,5 м²"
https://www.cian.ru/rent/flat/301812326/,40000,13 мин.,Филатов Луг,"['Москва', 'Филимонковское поселение', 'ул. Жемчужная', '1к11']",54,34,14,"2,8 м",1 совмещенный,1 балкон,Евроремонт,2021,,,Нет,"Сдается 2-комн. квартира, 54 м²"
https://www.cian.ru/rent/flat/300524619/,ID,6 мин.,Коммунарка,"['Москва', 'НАО (Новомосковский)', 'Коммунарка поселок', 'ул. Бачуринская', '22к3']",51,23,10,"2,7 м",1 совмещенный,1 лоджия,Евроремонт,2013,,Кирпичный,Нет,"Сдается 1-комн. квартира, 51 м²"
https://www.cian.ru/rent/flat/291267029/,ID,15 мин.,Филатов Луг,"['Москва', 'НАО (Новомосковский)', 'Филимонковское поселение', 'просп. Новосередневский', '17к1']",34,,17,,1 совмещенный,,Евроремонт,2023,,,Нет,"Сдается 2-комн. квартира, 34 м²"
https://www.cian.ru/rent/flat/302040242/,40000,14 мин.,Вешняки,"['Москва', 'ул. Молдагуловой', '4']",35,18,9,"2,64 м",1 совмещенный,1 лоджия,Дизайнерский,1971,И-209А,Блочный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/289128465/,38000,10 мин.,Румянцево,"['Москва', 'Мосрентген поселение', 'Дудкино деревня', 'Дудкино СНТ', '137']",48,38,4,"3,5 м",,,Евроремонт,,,Монолитно-кирпичный,,"Сдается 1-комн. квартира, 48 м²"
https://www.cian.ru/rent/flat/302160052/,ID,7 мин.,Октябрьское поле,"['Москва', 'СЗАО', 'р-н Щукино', 'ул. Маршала Вершинина', '5']",36,18,7,,1 совмещенный,1 балкон,Косметический,1959,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 36 м²"
https://www.cian.ru/rent/flat/302168358/,40000,7 мин.,Коммунарка,"['Москва', 'Коммунарка поселок', 'ул. Липовый Парк', '5к1']",35,,10,3 м,1 совмещенный,1 балкон,Косметический,2015,Индивидуальный проект,Кирпичный,Нет,"Сдается Студия, 35 м²"
https://www.cian.ru/rent/flat/301976239/,Алла,5 мин.,Свиблово,"['Москва', 'СВАО', 'р-н Южное Медведково', 'Ясный проезд', '24К1']",45,30,6,"2,64 м",1 совмещенный,1 балкон,Косметический,1964,II-18,,Нет,"Сдается 2-комн. квартира, 45 м²"
